연번, 관리번호, 도로명,행정동, 설치주소, 세부위치,위도,경도, 수거쓰레기종류, 쓰레기통종류, 관리기관명, 관리기관전화번호, 데이터기준일자
20,광산구-20,하남대로,월곡2동,광주광역시 광산구 월곡동 679-8,흑석사거리(동) 버스정류장,35.17977495,126.8095302,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
21,광산구-21,사암로,월곡2동,광주광역시 광산구 월곡동 489-29,버스정류장,35.1755469,126.8083441,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
22,광산구-22,사암로,월곡2동,광주광역시 광산구 월곡동 489-24,맞은편 버스정류장,35.17513465,126.8083628,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
23,광산구-23,사암로,월곡2동,광주광역시 광산구 월곡동 315-26,LG베스트샵 사거리 모서리,35.17273721,126.809394,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
24,광산구-24,사암로,월곡2동,광주광역시 광산구 월곡동 538-2,롯데리아 앞 횡단보도 부근,35.16734483,126.8082321,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
25,광산구-25,사암로,월곡2동,광주광역시 광산구 월곡동 538-2,일신아파트(어등초교 방면) 버스정류장,35.16734483,126.8082321,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
26,광산구-26,사암로,월곡2동,광주광역시 광산구 월곡동 55-5,버스정류장,35.16797366,126.8091751,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
27,광산구-27,사암로,월곡2동,광주광역시 광산구 월곡동 549-2,월곡지구대 앞,35.16878612,126.8092135,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
28,광산구-28,사암로,월곡2동,광주광역시 광산구 월곡동 687-3,월곡시장 버스정류장,35.17129717,126.8096478,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
29,광산구-29,사암로,월곡2동,광주광역시 광산구 월곡동 316-43,월곡시장 버스정류장,35.1714314,126.8090289,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
30,광산구-30,손재로,하남동,광주광역시 광산구 하남동 645,사거리,35.17609338,126.7980729,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
31,광산구-31,손재로,하남동,광주광역시 광산구 산정동 1011,도로변,35.17539587,126.797686,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
32,광산구-32,하남대로,하남동,광주광역시 광산구 흑석동 117-2,버스정류장,35.18031301,126.8071045,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
33,광산구-33,임방울대로,운남동,광주광역시 광산구 운남동 426-1,버스정류장,35.1744507,126.8179442,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
34,광산구-34,하남대로,운남동,광주광역시 광산구 운남동 782-3,운남주공6단지 버스정류장,35.17939357,126.8157783,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
35,광산구-35,하남대로,운남동,광주광역시 광산구 운남동 769-3,운남주공5단지 버스정류장,35.17917776,126.8194328,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
36,광산구-36,하남대로,운남동,광주광역시 광산구 운남동 771-2,하남대로 맞은편 아름마을휴먼시아3단지 부근 버스정류장,35.17900721,126.822252,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
37,광산구-37,하남대로,운남동,광주광역시 광산구 운남동 776-2,운남주공1단지 버스정류장,35.17871572,126.82743,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
38,광산구-38,목련로,신가동,광주광역시 광산구 신가동 998-5,버스정류장,35.18426804,126.832928,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
39,광산구-39,목련로,신가동,광주광역시 광산구 신가동 963-5,버스정류장,35.18461712,126.8320931,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
40,광산구-40,목련로,신가동,광주광역시 광산구 신가동 248-1,버스정류장,35.18012138,126.8309964,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
41,광산구-41,장신로,신창동,광주광역시 광산구 신창동 1185-3,버스정류장,35.19236233,126.8433554,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
42,광산구-42,신창로,신창동,광주광역시 광산구 신창동 1211-2,버스정류장,35.18915,126.8372627,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
43,광산구-43,신창로,신창동,광주광역시 광산구 신창동 1211-2,맞은편 버스정류장,35.18915,126.8372627,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
44,광산구-44,수등로,신창동,광주광역시 광산구 신가동 987-7,비아신협 앞 버스정류장,35.18532509,126.8358506,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
45,광산구-45,수등로,신창동,광주광역시 광산구 신가동 984-10,버스정류장,35.18622556,126.8367315,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
46,광산구-46,신창로,신창동,광주광역시 광산구 신창동 1108-2,버스정류장,35.1861961,126.8374212,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
47,광산구-47,신창로,신창동,광주광역시 광산구 신창동 1260,수문초등학교 버스정류장,35.19412554,126.8374723,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
48,광산구-48,신창로,신창동,광주광역시 광산구 신창동 1235,신창중 버스정류장,35.19392158,126.8378283,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
49,광산구-49,신창로,신창동,광주광역시 광산구 신가동 981-1,공원 앞 횡단보도 부근,35.18764438,126.8367679,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
50,광산구-50,장신로,수완동,광주광역시 광산구 수완동 1397,대로변 은빛마을 버스정류장,35.19104995,126.8308757,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
51,광산구-51,장신로,수완동,광주광역시 광산구 장덕동 1661,수완롯데아울렛 사거리 횡단보도 부근,35.19044454,126.8187432,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
52,광산구-52,수완로,수완동,광주광역시 광산구 수완동 1125,수완지구대 앞 사거리,35.19093029,126.8284667,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
53,광산구-53,장신로,수완동,광주광역시 광산구 수완동 1412,베스킨 앞 사거리,35.19044338,126.8232656,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
54,광산구-54,임방울대로,수완동,광주광역시 광산구 신가동 1052,수완 농수산물유통센터 앞 사거리,35.185028,126.8186595,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
55,광산구-55,임방울대로,수완동,광주광역시 광산구 신가동 1052,수완 농수산물유통센터 맞은편 사거리,35.185028,126.8186595,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
56,광산구-56,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 654-2,첨단롯데슈퍼 앞 사거리 횡단보도 부근,35.22138372,126.8422588,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
57,광산구-57,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 654-2,맞은편 (쌍암공원 방면) 사거리 현수막 게시대 옆,35.22138372,126.8422588,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
58,광산구-58,첨단중앙로,첨단1동,광주광역시 광산구 월계동 757-10,첨단동부아파트 앞 버스정류장,35.22210098,126.8407189,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
59,광산구-59,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 656-2,첨단1동행정복지센터 맞은편 버스정류장,35.21952708,126.8423636,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
60,광산구-60,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 657-6,대로변 버스정류장,35.21822675,126.8436519,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
61,광산구-61,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 657-3,버스정류장,35.21855063,126.8423501,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
62,광산구-62,임방울대로,첨단1동,광주광역시 광산구 월계동 758-10,버스정류장(임방울대로),35.21854666,126.8416999,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
63,광산구-63,임방울대로,첨단1동,광주광역시 광산구 월계동 758-10,맞은편 버스정류장(임방울대로),35.21854666,126.8416999,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
64,광산구-64,임방울대로,첨단1동,광주광역시 광산구 월계동 758-1,첨단초등학교 사거리,35.21986405,126.8378944,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
65,광산구-65,임방울대로,첨단1동,광주광역시 광산구 월계동 758-12,사거리 횡단보도,35.21812509,126.8387557,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
66,광산구-66,임방울대로,첨단1동,광주광역시 광산구 월계동 758-12,맞은편 (첨단라인1차 방면) 사거리 횡단보도,35.21812509,126.8387557,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
67,광산구-67,임방울대로,첨단1동,광주광역시 광산구 월계동 760-1,첨단도서관 앞 버스정류장,35.21689594,126.8320336,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
68,광산구-68,첨단중앙로,첨단1동,광주광역시 광산구 쌍암동 666-11,삼거리 모서리,35.21986262,126.8442883,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
69,광산구-69,첨단내촌로,첨단2동,광주광역시 광산구 월계동 771-1,월계초 사거리 파리바게트 맞은편 횡단보도 부근,35.2131716,126.836408,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
70,광산구-70,첨단중앙로,첨단2동,광주광역시 광산구 월계동 889-7,첨단 LC타워 앞 버스정류장,35.21429806,126.8433285,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
71,광산구-71,산월로,첨단2동,광주광역시 광산구 월계동 851-22,남부대후문 버스정류장,35.2089921,126.8403753,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
72,광산구-72,월계로,첨단2동,광주광역시 광산구 월계동 893-9,첨단 오션스파 앞 도로변,35.2138558,126.8478006,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
73,광산구-73,첨단중앙로,첨단2동,광주광역시 광산구 산월동 883-1,첨단3-5차호반리젠시빌 정문 버스정류장 부근,35.21248237,126.8487728,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
74,광산구-74,첨단중앙로,첨단2동,광주광역시 광산구 산월동 886-7,남부대학교 정문 맞은편 버스정류장,35.20674431,126.8430584,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
75,광산구-75,산월로,첨단2동,광주광역시 광산구 산월동 885-3,첨단 그린타운 1차 정문 부근,35.21003947,126.8458685,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
76,광산구-76,비아로,비아동,광주광역시 광산구 도천동 628-1,비아 중흥아파트 버스정류장,35.21987458,126.8194148,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
77,광산구-77,동곡로,동곡동,광주광역시 광산구 복룡동 743-23,버스정류장,35.11790709,126.7804368,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
78,광산구-78,동곡로,동곡동,광주광역시 광산구 복룡동 367-34,버스정류장,35.11067637,126.7792337,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
79,광산구-79,동곡로,동곡동,광주광역시 광산구 복룡동 369-34,버스정류장,35.1073257,126.7786699,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
80,광산구-80,동곡로,동곡동,광주광역시 광산구 유계동 237-2,버스정류장,35.10168773,126.7783326,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
81,광산구-81,동곡로,동곡동,광주광역시 광산구 동곡로 155,버스정류장,35.09737371,126.7739134,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
82,광산구-82,동곡로,동곡동,광주광역시 광산구 유계동 1031-14,버스정류장,35.091394,126.7729998,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
83,광산구-83,동곡로,동곡동,광주광역시 광산구 하산동 193-9,버스정류장,35.09144873,126.7725212,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
84,광산구-84,동곡로,동곡동,광주광역시 광산구 유계동 608-3,버스정류장,35.09782047,126.7756845,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
85,광산구-85,동곡로,동곡동,광주광역시 광산구 유계동 237-18,버스정류장,35.10165397,126.7780947,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
86,광산구-86,동곡로,동곡동,광주광역시 광산구 복룡동 121-1,버스정류장,35.10742955,126.7794041,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
87,광산구-87,동곡로,동곡동,광주광역시 광산구 동곡로 324,버스정류장,35.11093722,126.7799549,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
88,광산구-88,동곡로,동곡동,광주광역시 광산구 복룡동 645-9,버스정류장,35.11782001,126.7807996,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
89,광산구-89,동곡로,동곡동,광주광역시 광산구 본덕동 506-2,버스정류장,35.08595053,126.7716261,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
90,광산구-90,동곡로,동곡동,광주광역시 광산구 용봉동 330-3,버스정류장,35.08102262,126.7661274,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
91,광산구-91,동곡로,동곡동,광주광역시 광산구 용봉동 333-24,버스정류장,35.0808451,126.7665019,가로 쓰레기,가로변쓰레기통,광주광역시 광산구청,062-960-8473,2025-07-12
