시군구명,도로명(가로)명,설치위치,관리기관명,관리기관전화번호
서대문구,신촌로,신촌오거리.2호선신촌역(13-023),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌역2호선(13-142),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌역2호선(13-142),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,CGV신촌아트레온(13-793),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,CGV신촌아트레온(13-793),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로129-2 거리노점 부근,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로129-2 거리노점 부근,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로73,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로55-2,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로21,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌동 신촌로1,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,이대역(13-025),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌로 버스정류장(13-061),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.현대백화점(13-021),서울특별시 서대문구청,02-330-1521
서대문구,증가로,증가로 버스정류장(13-222),서울특별시 서대문구청,02-330-1521
서대문구,증가로,증가로 버스정류장(13-233),서울특별시 서대문구청,02-330-1521
서대문구,증가로,증가로 버스정류장(13-232),서울특별시 서대문구청,02-330-1521
서대문구,증가로,증가로 버스정류장(13-232),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로 버스정류장(13-258),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로23,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로23,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-194),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-194),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로69,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-196),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-196),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로84,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로84 스타벅스,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로84 스타벅스,서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-195),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-195),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-197),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-193),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-184),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,거북골로 버스정류장(13-183),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로342,서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 버스정류장(13-256),서울특별시 서대문구청,02-330-1521
서대문구,응암로,응암로 버스정류장(13-174),서울특별시 서대문구청,02-330-1521
서대문구,이화여대길,이화여대길 88(신촌기차역 부근),서울특별시 서대문구청,02-330-1521
서대문구,이화여대길,이화여대길 88(신촌기차역 부근),서울특별시 서대문구청,02-330-1521
서대문구,신촌역로,신촌역로14,서울특별시 서대문구청,02-330-1521
서대문구,신촌역로,신촌역로14,서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-110),서울특별시 서대문구청,02-330-1521
서대문구,성산로,연희동 성산로318,서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-114),서울특별시 서대문구청,02-330-1521
서대문구,신촌역로,신촌동 신촌역로16,서울특별시 서대문구청,02-330-1521
서대문구,신촌역로,신촌동 신촌역로16(13221),서울특별시 서대문구청,02-330-1521
서대문구,신촌역로,신촌동 신촌역로27,서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-007),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-008),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-010),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-012),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-013),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-014),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-015),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-016),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-017),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-120),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류소(13-117),서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 버스정류소(13-821),서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 버스정류소(13-821),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 565,서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 17,서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-116),서울특별시 서대문구청,02-330-1521
서대문구,성산로,연희동446-92 사천교교차로,서울특별시 서대문구청,02-330-1521
서대문구,성산로,연희동375-4 사천교교차로,서울특별시 서대문구청,02-330-1521
서대문구,수색로,남가좌1동 수색로36,서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로43 서대문구사회적경제마을센터 ,서울특별시 서대문구청,02-330-1521
서대문구,수색로,북가좌동 증산교,서울특별시 서대문구청,02-330-1521
서대문구,수색로,북가좌동 증산교,서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로4가길 서대문농아인복지관,서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-182),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-002),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-001),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-003),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-004),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-005),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 버스정류장(13-006),서울특별시 서대문구청,02-330-1521
서대문구,수색로,수색로 132,서울특별시 서대문구청,02-330-1521
서대문구,이화여대길,이화여대길23,서울특별시 서대문구청,02-330-1521
서대문구,이화여대길,이화여대길58,서울특별시 서대문구청,02-330-1521
서대문구,이화여대길,이화여대길58,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 42 일삼약국,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 42 일삼약국,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 39,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 39,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 37 횡단보도,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 36,서울특별시 서대문구청,02-330-1521
서대문구,연세로,"연세로 34-2, 노점 옆",서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 28-1,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 27-1 엘지유플러스 앞,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 21,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 22 ,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 스타광장 앞,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 스타광장 앞,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 14,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 10 올리브영,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 10 올리브영,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 6 스킨푸드,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 6 스킨푸드,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 1 세계과자할인점,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로 1 세계과자할인점,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로4길 1,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로4길 1,서울특별시 서대문구청,02-330-1521
서대문구,연세로,창천동 버스정류장(13-802),서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로5안길 1,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로5안길 1,서울특별시 서대문구청,02-330-1521
서대문구,연세로,연세로5,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길23,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길24,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길41,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길41,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길38,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길71,서울특별시 서대문구청,02-330-1521
서대문구,명물길,명물길71,서울특별시 서대문구청,02-330-1521
서대문구,불광천길,불광천길 156,서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-026),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-027),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-029),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-040),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-030),서울특별시 서대문구청,02-330-1521
서대문구,통일로,무악재역 버스정류장(13-031),서울특별시 서대문구청,02-330-1521
서대문구,통일로,무악재역 버스정류장(13-032),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-033),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-035),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-034),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-036),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-037),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-038),서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장(13-597),서울특별시 서대문구청,02-330-1521
서대문구,충정로,충정로 버스정류장(13-045),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌로 버스정류장(13-044),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌로 버스정류장(14-067),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌로 버스정류장(14-068),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.2호선신촌역(14-063),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.2호선신촌역(14-063),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,웨딩타운 버스정류장(13-042),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-012),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-013),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-014),서울특별시 서대문구청,02-330-1521
서대문구,성산로,성산로 버스정류장(13-015),서울특별시 서대문구청,02-330-1521
서대문구,성산로,이대후문 버스정류장(13-016),서울특별시 서대문구청,02-330-1521
서대문구,성산로,이대후문 버스정류장(13-017),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.현대백화점(14-062),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로 버스정류장(13-216),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로 버스정류장(13-220),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로 버스정류장(13-221),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로 버스정류장(13-217),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 버스정류장(13-203),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 버스정류장(13-201),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 버스정류장(13-262),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 버스정류장(13-260),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,모래내로 334,서울특별시 서대문구청,02-330-1521
서대문구,통일로,통일로 버스정류장 (13-039),서울특별시 서대문구청,02-330-1521
서대문구,서소문로,서소문로 버스정류장(13-137),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,이대역 버스정류장(14-064),서울특별시 서대문구청,02-330-1521
서대문구,성산로,연희104고지앞(13-009),서울특별시 서대문구청,02-330-1521
서대문구,성산로,사천교(13-109),서울특별시 서대문구청,02-330-1521
서대문구,성산로,서대문우체국(13-011),서울특별시 서대문구청,02-330-1521
서대문구,세검정로,세검정로 89,서울특별시 서대문구청,02-330-1521
서대문구,세검정로,세검정로 52-10,서울특별시 서대문구청,02-330-1521
서대문구,세검정로,세검정로96,서울특별시 서대문구청,02-330-1521
서대문구,세검정로,세검정로4,서울특별시 서대문구청,02-330-1521
서대문구,세검정로,세검정로140,서울특별시 서대문구청,02-330-1521
서대문구,북아현로,북아현로18,서울특별시 서대문구청,02-330-1521
서대문구,츙종ㅀ,충정로역(13-046),서울특별시 서대문구청,02-330-1521
서대문구,통일로,금화초(13-134),서울특별시 서대문구청,02-330-1521
서대문구,가좌로,가좌로89,서울특별시 서대문구청,02-330-1521
서대문구,신촌,현대백화점 정류장(13-259),서울특별시 서대문구청,02-330-1521
서대문구,성산로,삼호아파트 정류장(13-282),서울특별시 서대문구청,02-330-1521
서대문구,증가로,홍남교.서대문구행복그린센터(13-226),서울특별시 서대문구청,02-330-1521
서대문구,수색로,DMC래미안e-편한세상3단지(13-331),서울특별시 서대문구청,02-330-1521
서대문구,연희로,홍은현대아파트(13-163),서울특별시 서대문구청,02-330-1521
서대문구,가재울미래로,DMC파크뷰자이.별동상가(13-189),서울특별시 서대문구청,02-330-1521
서대문구,거북골로,북가좌삼호DMC아이파크아파트(13-185),서울특별시 서대문구청,02-330-1521
서대문구,응암로,중소기업은행(13-299),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,연가교(13-204),서울특별시 서대문구청,02-330-1521
서대문구,모래내로,서대문종합사회복지관(13-261),서울특별시 서대문구청,02-330-1521
서대문구,가재울미래로,연흥교회(13-332),서울특별시 서대문구청,02-330-1521
서대문구,연희로,연희로 129,서울특별시 서대문구청,02-330-1521
서대문구,연희로,연희로 247,서울특별시 서대문구청,02-330-1521
서대문구,통일로,산골고개 버스정류장(13-027),서울특별시 서대문구청,02-330-1521
서대문구,통일로,산골고개 버스정류장(13-026),서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제역.서대문세무서 버스정류장(13-028),서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제역.서대문세무서 버스정류장(13-028),서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제역.서대문세무서 버스정류장(13-029),서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제삼거리.인왕산한신휴플러스(13-030),서울특별시 서대문구청,02-330-1521
서대문구,통일로,인왕산.홍제원아파트(13-040),서울특별시 서대문구청,02-330-1521
서대문구,통일로,무악재역 버스정류장(13-031),서울특별시 서대문구청,02-330-1521
서대문구,통일로,무악재역 버스정류장(13-032),서울특별시 서대문구청,02-330-1521
서대문구,통일로,안산초등학교 버스정류장(13-033),서울특별시 서대문구청,02-330-1521
서대문구,통일로,독립문역.한성과학고 버스정류장(13-035),서울특별시 서대문구청,02-330-1521
서대문구,통일로,독립문역.한성과학고 버스정류장(13-034),서울특별시 서대문구청,02-330-1521
서대문구,통일로,영천시장 버스정류장(13-036),서울특별시 서대문구청,02-330-1521
서대문구,통일로,영천시장 버스정류장(13-037),서울특별시 서대문구청,02-330-1521
서대문구,통일로,서대문역 버스정류장(13-038),서울특별시 서대문구청,02-330-1521
서대문구,통일로,경찰청.동북아역사재단(13-041),서울특별시 서대문구청,02-330-1521
서대문구,통일로,경찰청.동북아역사재단(13-041),서울특별시 서대문구청,02-330-1521
서대문구,통일로,경찰청.동북아역사재단(13-039),서울특별시 서대문구청,02-330-1521
서대문구,충정로,충정로역 버스정류장(13-045),서울특별시 서대문구청,02-330-1521
서대문구,충정로,서대문역사거리 버스정류장(13-047),서울특별시 서대문구청,02-330-1521
서대문구,충정로,서대문역사거리 버스정류장(13-047),서울특별시 서대문구청,02-330-1521
서대문구,충정로,충정로역 버스정류장(13-046),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,아현역 버스정류장(13-044),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,아현역 버스정류장(14-068),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,이대역 버스정류장(13-025),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,웨딩타운 버스정류장(13-042),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,웨딩타운 버스정류장(14-067),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,이대역 버스정류장(14-064),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.현대백화점(14-062),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌오거리.현대백화점(13-021),서울특별시 서대문구청,02-330-1521
서대문구,신촌로,KB국민은행 신촌점 앞,서울특별시 서대문구청,02-330-1521
서대문구,신촌로,신촌자이엘라버스정류장,서울특별시 서대문구청,02-330-1521
서대문구,충정로,서대문경찰청 버스정류장,서울특별시 서대문구청,02-330-1521
서대문구,충정로,서대문역 8번출구,서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제역1번출구,서울특별시 서대문구청,02-330-1521
서대문구,통일로,홍제역4번출구 버스 정류장,서울특별시 서대문구청,02-330-1521
서대문구,수색로,경의선 가좌역 앞,서울특별시 서대문구청,02-330-1521
서대문구,증가로,명지대 사거리,서울특별시 서대문구청,02-330-1521
서대문구,불광천길,해담는다리,서울특별시 서대문구청,02-330-1521
